A,B,C,D,Volume,Area,Area_Formula,Volume_Formula,Peso,Densidade_arquimedes,Densidade_imagem,Densidade_formula,Classe
57.36,44.03,32.22,25.14,57.42,72.71,73.58,58.22,54.50,1066.49,949.11,936.05,1
59.22,45.17,30.37,28.85,62.01,76.47,77.75,63.28,56.40,1074.18,909.56,891.32,1
60.46,45.67,33.44,27.01,63.87,77.94,80.12,66.03,55.90,1072.85,875.15,846.53,1
62.19,45.60,31.22,30.97,65.83,79.99,81.65,67.72,56.50,1069.96,858.31,834.34,0
61.93,46.41,31.14,30.80,68.10,81.46,83.18,69.85,61.30,1065.81,900.12,877.60,1
59.98,44.18,31.13,28.85,59.66,74.67,76.38,61.29,54.70,1070.40,916.88,892.45,1
61.73,44.68,33.63,28.10,63.91,78.33,79.20,64.51,59.70,1077.41,934.20,925.39,1
57.25,45.19,32.63,24.62,59.06,73.90,75.93,61.23,54.70,1085.30,926.14,893.41,1
55.75,42.78,32.61,23.14,52.13,68.19,69.53,53.42,48.70,1063.51,934.12,911.60,1
57.56,45.25,30.43,27.14,60.04,74.78,76.29,61.72,56.10,1072.56,934.38,908.92,1
58.72,45.42,30.37,28.35,61.32,75.71,77.79,63.44,59.90,1086.91,976.92,944.22,1
57.84,45.23,31.09,26.74,58.53,73.32,76.52,61.94,57.80,1068.23,987.46,933.16,1
56.78,41.40,30.81,25.97,49.22,66.02,67.63,50.96,47.70,1057.88,969.05,935.95,0
57.91,43.63,29.33,28.59,54.04,69.81,73.22,57.72,56.50,1072.00,1045.44,978.80,0
58.18,45.35,31.00,27.18,60.03,74.82,77.12,62.66,54.70,1085.30,911.25,872.93,1
58.04,44.48,32.65,25.39,59.27,74.17,75.19,60.13,54.00,1054.64,911.12,897.98,0
59.33,43.76,33.69,25.64,58.26,73.63,74.92,59.48,57.60,1078.51,988.70,968.40,1
62.08,43.98,33.19,28.89,61.67,76.77,78.02,62.88,61.60,1069.16,998.90,979.65,0
60.67,45.23,31.62,29.04,63.18,77.61,79.31,64.97,61.80,1067.07,978.12,951.20,1
58.48,44.44,31.62,26.87,58.25,73.37,75.50,60.49,55.90,1076.99,959.60,924.18,1
60.92,45.82,33.49,27.43,64.40,78.99,80.91,66.98,60.00,1069.29,931.75,895.76,1
57.50,44.96,31.38,26.12,59.17,74.01,75.64,60.87,54.90,1072.22,927.86,901.99,1
59.95,43.83,34.79,25.17,59.18,74.50,75.72,60.31,58.10,1069.81,981.72,963.33,1
56.12,42.85,31.82,24.30,52.43,67.63,69.98,53.95,53.60,1069.86,1022.40,993.55,1
59.31,43.73,32.17,27.14,58.76,74.10,74.81,59.40,57.60,1064.53,980.24,969.74,1
59.48,44.68,29.87,29.62,56.50,74.67,76.94,62.16,58.10,1067.84,1028.27,934.64,0
57.09,45.77,32.44,24.64,60.88,75.30,76.99,62.63,54.20,1075.38,890.26,865.41,1
57.29,43.98,32.67,24.62,56.78,72.03,73.44,58.03,52.30,1073.98,921.03,901.20,1
59.60,44.28,32.97,26.64,59.71,74.82,76.27,61.19,58.30,1067.59,976.44,952.80,1
58.13,43.56,32.19,25.94,56.02,71.63,73.32,57.75,55.60,1065.04,992.42,962.85,1
57.23,45.62,31.17,26.06,60.93,75.29,76.75,62.36,58.30,1063.68,956.84,934.93,1
58.39,45.61,29.83,28.57,61.34,75.46,77.86,63.60,58.60,1067.20,955.25,921.39,1
62.40,48.02,35.38,27.02,72.96,85.02,87.38,75.35,65.80,1064.32,901.90,873.24,0
59.20,43.91,33.87,25.34,58.18,73.30,75.13,59.77,53.70,1071.85,923.07,898.51,1
61.54,45.46,31.90,29.63,64.90,79.05,80.69,66.59,62.00,1074.24,955.38,931.08,1
55.17,42.39,32.37,22.81,50.88,66.85,68.22,51.92,50.10,1082.25,984.68,964.88,1
62.27,46.71,35.15,27.12,68.71,82.05,84.27,71.13,65.50,1064.64,953.34,920.84,1
61.68,44.38,33.59,28.09,62.22,76.84,78.50,63.61,60.30,1070.81,969.21,948.00,0
60.85,44.78,31.94,28.91,60.15,75.69,78.52,63.88,55.20,1065.56,917.67,864.10,1
58.75,44.19,31.65,27.10,58.00,73.26,75.23,60.08,53.50,1067.86,922.34,890.45,0
62.43,45.88,35.85,26.57,68.30,81.64,82.61,68.81,63.10,1067.35,923.84,917.04,1
55.45,44.88,29.23,26.22,56.26,71.60,73.44,58.48,55.70,1071.07,990.05,952.39,1
61.29,45.48,31.68,29.61,63.99,78.58,80.48,66.37,60.10,1082.67,939.23,905.54,1
59.90,45.33,31.47,28.43,61.47,76.15,78.77,64.43,62.40,1064.53,1015.15,968.42,1
60.25,45.69,31.88,28.37,64.62,78.63,79.91,65.86,56.80,1067.54,878.98,862.40,1
58.99,43.36,33.52,25.47,55.77,71.58,73.76,58.07,50.10,1072.96,898.30,862.72,1
61.93,44.13,33.35,28.57,61.87,76.66,78.20,63.15,57.70,1068.36,932.58,913.73,1
62.47,43.58,35.01,27.46,61.16,76.52,77.57,62.13,60.10,1067.26,982.74,967.34,0
60.81,43.03,33.60,27.21,58.20,73.92,74.77,58.95,55.90,1074.92,960.45,948.34,1
60.51,45.91,33.05,27.46,62.61,77.24,80.67,66.77,58.40,1071.38,932.73,874.64,1
62.92,47.15,33.40,29.52,70.85,83.79,85.86,73.23,61.30,1069.53,865.16,837.05,1
57.88,45.82,30.20,27.68,61.41,75.86,77.81,63.64,54.50,1081.33,887.45,856.39,1
63.72,46.60,36.53,27.18,71.00,84.19,85.53,72.44,66.80,1071.81,940.79,922.18,1
60.38,43.45,33.89,26.49,58.29,73.80,75.29,59.71,57.50,1070.62,986.38,963.06,1
59.83,45.50,33.94,25.89,63.25,77.62,79.15,64.86,60.10,1061.59,950.23,926.59,1
58.07,44.22,32.38,25.70,57.69,72.93,74.66,59.46,52.70,1060.38,913.52,886.30,1
62.93,45.69,31.59,31.35,66.67,80.75,82.59,68.78,57.90,1066.13,868.46,841.84,1
61.97,47.85,34.92,27.06,72.96,85.33,86.52,74.28,62.40,1066.36,855.21,840.02,1
60.48,45.42,32.88,27.60,63.36,77.73,79.58,65.35,60.10,1061.59,948.61,919.71,1
61.72,43.06,30.97,30.75,58.25,74.12,75.66,59.92,56.70,1084.03,973.39,946.30,1
59.25,44.94,32.90,26.35,62.32,76.79,77.34,62.66,59.70,1079.36,957.95,952.70,0
57.94,45.35,32.00,25.94,53.79,74.30,76.91,62.39,55.40,1067.36,1029.92,887.91,1
62.69,46.89,34.37,28.32,70.75,83.38,85.08,72.19,60.10,1061.59,849.47,832.58,0
59.56,46.00,32.15,27.41,63.91,77.95,79.90,65.99,56.10,1070.51,877.86,850.10,1
61.25,43.94,33.90,27.35,59.95,75.26,77.16,61.93,53.90,1075.84,899.04,870.34,1
56.89,42.28,30.95,25.94,51.56,67.88,69.51,53.26,48.30,1059.42,936.77,906.92,1
59.48,43.93,30.12,29.37,58.84,74.02,75.35,60.09,54.50,1066.49,926.30,906.90,1
57.50,44.46,32.40,25.10,56.19,72.18,74.63,59.52,53.20,1061.87,946.73,893.80,1
60.47,45.42,33.38,27.09,62.38,76.92,79.58,65.33,59.10,1070.45,947.42,904.64,1
58.66,43.80,32.72,25.94,57.23,72.67,74.35,58.93,54.30,1075.23,948.76,921.39,1
57.52,44.42,30.53,26.99,57.45,72.81,74.50,59.42,56.70,1067.67,986.87,954.23,1
57.69,42.14,30.60,27.09,51.26,67.62,69.95,53.65,50.30,1056.83,981.26,937.58,1
61.56,43.39,33.08,28.48,60.34,75.86,76.25,60.69,59.70,1077.41,989.35,983.66,1
58.97,44.18,32.62,26.35,57.70,73.05,75.43,60.25,60.10,1067.26,1041.56,997.46,1
59.35,47.04,29.95,29.41,66.12,79.58,81.94,68.78,59.90,1079.06,905.96,870.86,1
58.66,45.82,33.21,25.44,62.79,77.03,78.66,64.49,58.20,1065.75,926.97,902.47,1
60.23,45.69,33.90,26.34,63.41,77.58,79.95,65.85,61.20,1069.66,965.21,929.44,1
60.06,45.75,32.67,27.39,64.35,78.36,79.87,65.82,65.00,1074.01,1010.09,987.48,1
57.34,44.53,31.94,25.39,57.69,72.80,74.59,59.52,57.10,1075.20,989.75,959.28,1
59.89,43.74,35.91,23.98,58.21,73.66,75.51,59.98,60.10,1069.16,1032.50,1001.92,1
59.05,45.44,29.79,29.26,61.85,76.49,78.15,63.84,56.50,1074.04,913.44,885.02,1
57.91,46.60,31.72,26.19,63.86,77.70,79.53,65.83,58.90,1070.71,922.29,894.66,0
58.02,44.66,30.28,27.74,59.58,74.56,75.50,60.61,59.80,1073.39,1003.62,986.70,1
60.97,43.41,35.37,25.60,59.00,74.42,75.80,60.15,60.00,1082.82,1016.94,997.43,1
57.86,44.50,29.95,27.91,58.42,73.55,75.00,60.00,59.10,1068.51,1011.58,984.94,1
59.85,46.02,33.71,26.14,65.46,79.34,80.29,66.38,62.60,1073.45,956.28,943.03,1
58.87,45.70,33.51,25.36,61.83,76.48,78.61,64.37,56.40,1062.02,912.22,876.21,1
56.31,43.70,28.79,27.52,54.42,70.08,71.83,56.32,50.40,1065.66,926.06,894.94,1
58.81,44.23,33.19,25.62,58.17,73.40,75.42,60.25,57.30,1064.91,984.99,951.03,1
59.52,43.19,32.15,27.37,56.84,72.53,73.87,58.15,57.50,1068.62,1011.53,988.90,1
60.07,44.84,33.89,26.18,61.95,76.60,77.95,63.25,60.10,1078.77,970.21,950.26,0
55.05,44.50,31.67,23.37,54.90,70.25,72.36,57.09,54.00,1077.84,983.66,945.92,1
63.27,46.96,32.65,30.62,70.71,83.67,85.79,73.05,64.40,1071.19,910.82,881.61,1
58.21,44.61,32.27,25.94,59.72,74.68,75.60,60.64,56.10,1072.56,939.41,925.06,1
57.46,43.61,30.50,26.96,55.98,71.59,72.76,57.22,55.00,1067.90,982.50,961.12,1
57.86,44.53,30.70,27.16,57.44,72.72,75.06,60.07,56.30,1070.24,980.07,937.30,1
59.94,44.14,32.35,27.59,59.62,74.59,76.28,61.16,57.10,1069.15,957.78,933.65,1
60.20,45.66,33.35,26.85,63.15,77.43,79.83,65.72,61.40,1073.16,972.36,934.32,1
57.91,45.63,29.08,28.84,58.93,74.28,77.43,63.14,55.90,1072.85,948.65,885.35,1
57.65,44.37,29.84,27.81,57.92,72.69,74.51,59.42,55.30,1071.64,954.82,930.59,1
60.54,43.96,31.63,28.91,59.54,74.77,76.46,61.26,57.90,1074.06,972.52,945.08,0
58.04,42.47,30.65,27.39,52.84,69.05,70.94,54.80,52.40,1082.72,991.65,956.15,1
59.92,42.87,31.34,28.58,55.02,70.99,73.56,57.67,53.40,1068.00,970.54,925.98,1
57.59,43.21,29.82,27.77,54.20,69.61,72.03,56.29,55.90,1066.70,1031.40,993.07,1
56.74,44.94,29.39,27.35,58.47,73.35,74.82,60.00,53.80,1073.85,920.14,896.61,1
61.73,46.67,32.13,29.60,68.53,81.74,83.57,70.42,63.00,1076.61,919.37,894.68,1
59.73,43.86,30.23,29.51,59.91,75.12,75.45,60.16,58.60,1073.08,978.06,974.00,1
60.33,44.26,31.15,29.18,60.03,75.18,76.88,61.87,60.10,1067.26,1001.12,971.43,1
59.43,45.01,30.35,29.08,60.60,75.50,77.61,63.04,60.00,1076.98,990.17,951.77,1
58.75,43.85,29.61,29.15,55.98,72.05,74.48,59.14,56.80,1061.54,1014.69,960.37,1
60.45,47.67,31.35,29.10,70.52,83.02,84.46,71.94,62.80,1067.71,890.58,872.95,0
59.43,44.58,30.72,28.71,60.10,75.11,76.69,61.84,55.60,1075.36,925.10,899.15,1
58.11,43.53,29.20,28.91,56.70,72.29,73.20,57.66,55.90,1064.66,985.89,969.55,1
58.14,42.11,30.07,28.07,53.33,69.16,70.29,53.97,54.30,1083.83,1018.20,1006.05,1
59.18,44.83,30.75,28.43,60.15,75.09,76.98,62.27,59.10,1066.58,982.56,949.10,1
62.30,48.25,32.40,29.90,72.01,84.45,87.70,75.94,68.00,1063.70,944.26,895.47,1
61.42,44.83,32.24,29.18,63.91,78.43,79.20,64.63,56.90,1069.42,890.36,880.43,1
62.43,44.63,31.35,31.08,64.17,78.56,79.75,65.11,58.70,1069.03,914.81,901.54,1
61.67,44.30,31.22,30.45,62.25,77.20,78.29,63.38,62.40,1068.19,1002.45,984.55,1
59.66,43.88,31.59,28.07,58.59,73.63,75.44,60.15,59.00,1074.49,1006.94,980.85,1
58.33,44.78,30.92,27.41,58.99,74.00,76.05,61.24,57.20,1075.06,969.69,934.04,1
55.70,40.66,28.37,27.34,46.58,63.58,65.14,48.22,46.60,1069.12,1000.36,966.37,1
61.53,47.15,32.27,29.26,66.93,80.12,84.43,71.63,61.70,1069.04,921.83,861.41,1
60.49,45.83,30.60,29.89,63.98,78.27,80.43,66.51,58.50,1067.33,914.36,879.51,1
60.69,45.64,31.09,29.60,62.12,76.76,80.24,66.20,58.40,1065.51,940.06,882.12,0
54.99,40.68,27.62,27.37,46.51,63.31,64.53,47.64,46.00,1070.12,989.14,965.53,1
59.98,46.19,30.13,29.85,65.14,78.91,80.72,67.01,60.30,1059.50,925.69,899.81,0
59.50,44.59,32.12,27.38,58.64,73.92,76.80,61.94,57.60,1074.48,982.31,929.96,1
61.41,46.25,31.34,30.07,67.06,80.53,82.30,68.79,63.10,1072.81,940.97,917.35,1
61.19,46.64,30.60,30.59,68.27,81.47,82.94,69.71,60.50,1059.28,886.24,867.92,0
58.98,43.68,30.63,28.35,57.60,72.83,74.35,58.91,53.90,1075.84,935.81,914.88,0
60.58,44.01,31.92,28.66,59.56,74.78,76.60,61.42,55.80,1066.83,936.93,908.44,1
59.56,42.24,30.90,28.66,53.94,70.15,71.88,55.63,51.50,1070.77,954.78,925.68,1
63.46,44.52,34.35,29.11,63.28,78.35,80.56,65.85,61.80,1068.92,976.63,938.50,1
59.20,45.16,31.60,27.60,60.67,75.30,77.72,63.22,52.80,1060.25,870.25,835.23,1
57.47,45.67,29.12,28.35,60.92,75.31,77.08,62.77,54.60,1085.47,896.25,869.78,1
57.47,43.68,30.10,27.37,55.63,71.08,72.89,57.40,52.30,1073.98,940.20,911.13,1
60.31,46.50,30.43,29.88,66.41,79.98,81.72,68.28,63.30,1074.38,953.13,927.07,1
58.08,43.26,30.15,27.93,55.36,71.15,72.61,56.91,53.00,1066.41,957.38,931.28,1
59.22,46.42,31.10,28.12,64.24,78.09,80.46,66.83,60.10,1078.77,935.61,899.33,1
60.56,47.00,33.15,27.41,67.92,81.17,83.12,70.04,59.10,1082.23,870.11,843.78,1
60.18,46.10,31.22,28.95,65.32,79.24,80.71,66.96,57.80,1064.29,884.89,863.22,1
59.25,42.70,30.63,28.62,54.42,70.41,72.55,56.55,51.40,1073.16,944.42,908.89,1
59.57,43.14,31.78,27.80,55.54,71.47,73.81,58.06,54.60,1062.20,983.08,940.38,0
56.84,44.98,29.04,27.80,58.39,73.20,74.99,60.21,56.00,1074.77,959.15,930.09,1
59.24,44.88,31.25,27.99,60.46,75.42,77.16,62.48,55.50,1065.17,917.90,888.27,1
59.25,47.96,31.90,27.35,69.41,82.08,83.87,71.36,60.10,1074.91,865.92,842.26,1
59.08,47.49,30.53,28.55,67.41,80.76,82.64,69.77,59.60,1081.47,884.17,854.22,1
59.75,44.44,31.63,28.12,61.25,75.99,76.73,61.79,56.70,1063.66,925.78,917.55,1
60.35,43.76,30.45,29.90,58.57,74.03,75.83,60.50,56.60,1073.89,966.36,935.48,1
58.50,45.21,29.37,29.14,60.98,75.47,77.12,62.61,57.80,1070.21,947.91,923.13,1
58.08,45.03,29.90,28.18,59.85,74.69,76.32,61.66,54.80,1082.98,915.63,888.75,1
56.06,45.47,31.06,25.00,58.59,73.16,75.31,60.70,51.10,1060.25,872.23,841.80,1
61.96,47.32,31.65,30.31,70.75,83.60,85.23,72.64,60.30,1063.24,852.34,830.16,1
65.16,46.80,33.71,31.45,72.43,85.34,87.38,74.71,65.20,1082.69,900.19,872.72,1
58.79,44.73,29.90,28.89,59.95,74.78,76.39,61.59,56.50,1072.00,942.49,917.28,0
59.15,44.05,30.95,28.21,57.98,73.40,75.31,60.11,53.70,1071.85,926.12,893.34,0
60.98,45.94,31.88,29.10,63.28,77.59,81.19,67.39,60.10,1074.91,949.82,891.76,1
58.01,44.59,30.92,27.09,57.79,72.90,75.34,60.39,54.80,1068.17,948.25,907.43,1
61.77,46.21,31.40,30.37,67.22,80.90,82.57,69.06,63.10,1070.98,938.70,913.68,1
58.56,45.73,29.68,28.89,61.25,75.77,78.29,64.13,60.10,1072.98,981.17,937.22,0
62.06,44.98,32.40,29.66,63.91,78.49,80.16,65.74,62.60,1071.61,979.50,952.19,1
59.33,44.50,32.22,27.11,60.41,75.18,76.44,61.50,58.90,1070.71,974.96,957.72,0
60.29,43.71,31.38,28.91,57.66,73.29,75.69,60.32,59.10,1070.45,1024.94,979.76,1
60.92,46.60,35.26,25.66,65.23,80.50,82.68,69.26,61.60,1072.89,944.39,889.36,1
64.12,45.34,33.57,30.55,67.54,80.31,83.04,69.03,62.50,1075.43,925.44,905.39,0
61.37,45.28,31.70,29.68,63.94,78.35,80.12,65.87,62.30,1073.84,974.37,945.78,1
58.13,44.80,29.20,28.93,58.65,73.75,75.88,61.09,58.40,1069.42,995.70,955.90,1
62.25,45.63,31.75,30.50,66.33,80.47,81.77,67.86,65.10,1077.44,981.49,959.31,1
61.55,46.65,33.68,27.87,67.36,80.93,83.35,70.12,64.70,1076.18,960.45,922.66,1
61.06,48.13,32.65,28.41,71.72,84.03,86.14,74.06,64.20,1067.86,895.10,866.87,1
59.29,45.98,29.88,29.41,64.59,78.54,79.55,65.63,60.10,1071.07,930.44,915.71,1
58.94,44.14,30.10,28.84,58.50,73.54,75.29,60.14,57.90,1070.08,989.76,962.79,0
59.17,43.88,31.09,28.09,57.74,72.93,74.97,59.66,59.00,1076.45,1021.91,988.94,1
56.67,44.64,30.15,26.52,57.79,73.00,74.14,59.14,57.00,1071.30,986.35,963.82,1
58.72,45.42,29.62,29.10,60.50,75.14,77.79,63.44,58.00,1075.91,958.63,914.26,1
60.75,47.21,31.13,29.62,66.77,80.44,83.74,70.89,60.10,1069.16,900.06,847.78,1
60.54,45.48,31.65,28.89,64.64,78.73,79.74,65.57,59.70,1081.32,923.63,910.53,0
60.61,45.87,30.80,29.81,63.87,78.11,80.65,66.78,62.60,1077.15,980.15,937.43,1
57.75,43.44,29.14,28.62,55.17,70.83,72.68,57.07,55.30,1069.56,1002.35,968.92,0
60.22,45.67,32.12,28.10,64.85,78.75,79.85,65.78,63.50,1077.77,979.22,965.39,1
62.29,46.98,32.13,30.15,68.79,82.10,84.81,71.98,64.70,1076.18,940.58,898.91,1
59.18,44.58,32.00,27.18,59.93,75.04,76.47,61.58,55.80,1068.88,931.03,906.17,1
57.70,45.41,29.62,28.09,60.13,74.58,76.75,62.30,55.60,1067.09,924.71,892.46,0
61.62,45.28,31.20,30.43,63.94,78.33,80.36,66.14,60.40,1066.89,944.64,913.22,1
61.91,44.37,32.08,29.84,62.27,76.85,78.68,63.82,60.10,1067.26,965.19,941.72,1
60.40,43.37,30.58,29.83,58.24,73.34,75.06,59.48,55.20,1078.07,947.76,927.99,1
57.50,43.19,31.90,25.60,49.53,67.23,71.97,56.18,52.90,1064.40,1068.03,941.68,1
62.70,45.66,33.10,29.60,66.05,79.96,82.31,68.44,61.40,1076.93,929.55,897.08,1
61.25,46.44,31.37,29.88,67.47,80.91,82.55,69.17,62.00,1074.24,918.88,896.34,1
59.75,43.19,30.37,29.39,57.16,72.80,74.07,58.37,53.50,1074.31,935.95,916.53,1
58.73,44.94,31.13,27.60,60.02,74.78,76.79,62.12,57.10,1075.20,951.35,919.23,1
57.50,44.46,28.89,28.62,56.44,72.09,74.56,59.52,56.00,1072.71,992.19,940.84,1
60.67,44.33,30.47,30.20,60.71,75.73,77.37,62.43,61.20,1071.54,1008.03,980.31,0
60.04,46.48,30.65,29.39,65.51,79.29,81.40,67.91,58.40,1065.51,891.45,859.94,1
59.54,44.73,31.40,28.14,60.78,75.64,77.13,62.38,54.30,1073.10,893.36,870.48,1
55.99,43.69,28.14,27.85,54.50,70.06,71.50,55.97,51.20,1062.32,939.49,914.81,0
58.22,41.91,31.38,26.84,52.32,68.53,69.98,53.54,51.70,1068.25,988.21,965.57,0
59.15,45.33,29.73,29.43,62.15,76.58,78.01,63.63,59.90,1073.25,963.77,941.34,0
63.55,46.48,32.40,31.15,68.21,81.99,85.00,71.89,63.60,1059.65,932.36,884.72,0
58.86,48.04,29.43,29.43,68.38,81.34,83.61,71.12,60.10,1078.77,878.93,844.99,1
57.09,45.52,28.93,28.16,60.45,74.95,76.38,61.95,53.50,1067.86,885.02,863.61,0
57.19,43.64,28.84,28.35,56.12,71.38,72.55,57.04,53.40,1065.86,951.58,936.22,1
57.16,44.08,30.72,26.44,56.33,71.40,73.45,58.16,56.30,1070.24,999.44,968.09,1
57.88,44.05,28.95,28.93,57.21,72.56,74.07,58.82,55.40,1079.87,968.34,941.85,1
57.38,45.08,29.20,28.18,59.04,73.88,75.73,61.05,54.80,1085.13,928.19,897.61,1
59.54,45.23,30.40,29.14,62.66,77.09,78.19,63.78,54.90,1074.32,876.12,860.78,1
61.38,46.75,31.06,30.32,68.52,81.78,83.36,70.23,60.10,1074.91,877.11,855.75,1
61.12,43.28,31.92,29.20,58.85,74.44,75.57,59.95,55.10,1076.12,936.25,919.03,1
58.56,44.48,30.18,28.39,58.73,73.81,75.64,60.67,57.10,1065.16,972.29,941.10,1
52.85,42.04,27.41,25.44,47.66,64.02,65.25,48.90,47.40,1075.12,994.54,969.36,1
58.45,43.91,31.35,27.10,56.44,71.87,74.34,59.01,53.20,1066.14,942.67,901.56,1
58.19,46.66,31.87,26.32,62.64,76.91,79.95,66.33,59.70,1101.30,953.04,900.04,1
62.53,45.71,34.92,27.62,65.75,79.96,82.30,68.42,56.70,1065.66,862.35,828.76,1
61.43,45.63,33.34,28.09,65.80,79.55,80.98,66.97,60.10,1069.16,913.39,897.42,0
60.33,46.27,30.18,30.15,65.59,79.38,81.24,67.64,61.70,1067.19,940.67,912.22,1
61.18,46.89,31.34,29.84,68.49,81.40,83.48,70.44,65.00,1077.57,949.11,922.76,1
58.50,44.19,30.88,27.62,57.06,72.38,74.98,59.83,54.30,1081.66,951.70,907.65,1
58.65,45.26,31.38,27.27,59.76,74.80,77.39,62.90,58.00,1075.91,970.52,922.05,1
60.75,44.68,31.62,29.14,61.36,76.22,78.20,63.49,57.30,1070.89,933.80,902.53,1
61.70,43.39,30.87,30.84,59.55,74.97,76.37,60.84,57.40,1072.76,963.95,943.48,0
61.68,43.13,32.35,29.33,57.95,73.56,75.78,60.07,57.40,1062.81,990.52,955.48,1
62.59,45.69,32.55,30.04,66.79,80.84,82.25,68.41,64.80,1077.84,970.23,947.23,0
55.89,41.81,28.18,27.71,49.25,65.77,67.60,51.16,50.10,1054.85,1017.30,979.22,1
60.93,46.64,30.84,30.09,66.89,80.25,82.67,69.41,61.20,1067.79,914.87,881.76,0
55.26,44.96,28.39,26.87,57.76,72.61,73.40,58.49,54.80,1070.26,948.74,936.96,0
54.49,42.70,28.89,25.60,50.58,66.61,68.08,52.01,50.10,1072.96,990.44,963.34,0
60.69,42.13,31.34,29.35,55.53,71.69,72.72,56.40,55.90,1076.99,1006.68,991.09,1
59.33,44.01,30.43,28.91,58.37,73.69,75.38,60.16,57.50,1070.62,985.03,955.79,1
58.29,44.73,30.63,27.66,57.61,74.43,75.91,61.07,57.30,1064.91,994.67,938.21,0
58.49,46.75,29.66,28.83,64.44,78.43,80.42,66.95,58.20,1073.63,903.14,869.36,1
56.29,44.23,31.92,24.37,56.87,71.97,72.98,57.67,53.20,1064.00,935.45,922.46,1
57.86,44.03,31.17,26.69,56.12,71.66,74.02,58.73,56.00,1074.77,997.83,953.52,1
61.12,43.53,30.95,30.18,59.71,75.12,76.10,60.65,61.30,1073.29,1026.66,1010.80,1
57.79,45.48,29.14,28.66,60.31,74.89,76.99,62.59,60.10,1069.16,996.57,960.17,0
58.93,45.63,33.64,25.29,62.34,76.95,78.53,64.24,60.10,1072.98,964.02,935.58,1
56.49,41.93,29.62,26.87,51.97,68.08,68.39,51.99,46.70,1054.45,898.66,898.22,1
58.83,45.03,30.15,28.68,60.80,75.48,77.06,62.45,57.20,1073.04,940.72,915.88,1
59.60,45.03,30.45,29.16,62.45,76.94,77.82,63.27,61.50,1067.43,984.79,971.99,1
56.72,41.66,29.12,27.60,51.00,67.29,68.06,51.54,52.20,1074.14,1023.62,1012.75,1
59.81,43.73,30.67,29.14,58.09,73.51,75.26,59.90,56.70,1071.72,976.02,946.61,1
56.37,44.60,29.31,27.06,56.31,71.20,73.75,58.71,55.20,1071.78,980.29,940.20,1
61.56,45.73,32.17,29.39,64.68,79.01,81.30,67.40,60.40,1059.39,933.80,896.10,1
56.59,44.53,29.18,27.41,56.64,71.82,73.80,58.75,53.30,1063.87,941.06,907.28,1
59.77,44.96,31.63,28.14,61.05,75.80,77.85,63.26,59.70,1077.41,977.95,943.65,1
58.90,43.56,29.73,29.18,56.49,72.08,74.01,58.51,55.80,1070.93,987.75,953.63,1
60.29,43.39,30.25,30.04,57.25,73.00,75.00,59.44,55.20,1067.63,964.24,928.74,1
60.28,44.59,30.92,29.36,60.54,75.58,77.54,62.75,57.90,1078.06,956.35,922.72,0
60.75,44.69,32.38,28.37,60.04,75.35,78.25,63.54,57.10,1075.20,951.04,898.70,1
60.90,46.07,30.72,30.18,66.49,80.23,81.38,67.69,63.90,1086.41,961.06,944.07,1
56.36,43.80,28.46,27.91,54.53,70.10,72.09,56.63,54.10,1079.84,992.06,955.31,0
58.08,43.51,30.43,27.66,54.16,70.94,73.13,57.57,56.10,1078.76,1035.74,974.51,1
58.22,44.84,32.12,26.10,59.43,74.47,76.09,61.29,59.00,1074.49,992.80,962.71,1
58.33,44.50,30.18,28.16,54.84,71.08,75.46,60.50,57.90,1078.06,1055.84,957.09,1
57.50,43.94,31.15,26.35,56.25,71.66,73.50,58.14,52.50,1075.87,933.35,902.96,1
56.74,43.94,29.14,27.60,55.69,70.98,72.74,57.37,52.70,1075.55,946.23,918.66,1
59.73,43.11,30.47,29.26,56.15,72.10,73.88,58.13,55.40,1071.50,986.62,952.96,1
58.54,42.96,30.65,27.89,55.26,71.17,72.44,56.58,56.70,1075.79,1026.00,1002.09,1
57.84,43.51,29.90,27.93,55.26,70.97,72.89,57.32,54.70,1087.46,989.93,954.26,1
57.84,46.44,29.72,28.12,61.72,76.18,79.08,65.31,60.10,1078.77,973.77,920.18,0
59.63,47.32,31.20,28.43,68.22,81.33,82.83,69.90,61.50,1076.79,901.46,879.78,1
57.36,43.78,29.68,27.68,56.05,71.51,73.00,57.57,53.70,1071.85,958.14,932.85,1
58.23,44.94,30.12,28.12,60.55,75.17,76.29,61.59,61.70,1078.40,1018.97,1001.82,1
58.00,42.70,31.13,26.87,53.68,69.73,71.38,55.36,55.80,1068.88,1039.40,1007.93,1
58.99,43.11,30.01,28.98,56.78,72.54,73.16,57.41,57.40,1084.95,1011.00,999.87,0
56.49,44.84,30.39,26.10,57.41,72.44,74.37,59.46,55.90,1076.99,973.78,940.14,1
58.12,45.76,29.29,28.83,61.69,75.97,77.90,63.71,55.40,1077.76,898.11,869.59,1
62.37,44.70,31.81,30.56,64.78,79.33,79.84,65.24,60.10,1069.16,927.69,921.20,1
58.04,44.23,29.63,28.41,57.22,72.46,74.60,59.46,56.20,1072.42,982.15,945.14,1
56.86,42.53,29.93,26.94,52.91,68.96,69.97,53.86,54.40,1085.82,1028.19,1009.96,1
59.58,45.00,30.15,29.43,61.22,76.07,77.74,63.18,61.20,1081.02,999.59,968.61,1
60.23,45.44,30.87,29.37,63.33,77.55,79.34,65.13,60.50,1074.36,955.31,928.97,1
