@relation eggDataIMP3

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute class {0,1}

@data
61.52,45.01,31.56,29.96,64.38,7851.86,7969.43,65.27,1
59.88,43.66,33.47,26.41,57.67,7302.45,7522.28,59.76,1
62.68,44.94,32.72,29.96,64.30,7886.30,8068.41,66.27,0
61.67,47.58,32.20,29.47,70.35,8305.55,8553.80,73.11,1
59.69,45.85,31.97,27.72,61.88,7640.99,7970.83,65.71,1
62.72,48.49,32.10,30.62,74.60,8653.73,8867.73,77.21,0
63.80,48.78,33.72,30.08,76.99,8846.11,9051.36,79.48,0
61.24,45.38,31.52,29.72,64.27,7861.82,8020.05,66.02,1
59.19,46.60,29.72,29.47,66.01,7956.60,8080.48,67.31,1
61.81,45.48,34.17,27.65,64.89,7884.12,8105.86,66.95,1
59.76,45.65,30.27,29.49,64.17,7833.66,7931.35,65.21,1
60.07,45.84,31.52,28.55,63.08,7752.91,8005.36,66.10,1
59.63,48.31,30.70,28.93,70.97,8332.98,8502.80,72.88,1
60.36,45.98,33.31,27.05,63.91,7821.02,8068.92,66.82,1
58.82,44.24,30.91,27.91,58.88,7376.67,7538.56,60.28,0
60.05,43.87,30.63,29.42,57.52,7313.36,7578.66,60.52,1
60.37,46.18,31.16,29.21,65.66,7963.92,8108.42,67.41,1
59.35,50.05,30.18,29.17,74.48,8574.88,8860.92,77.84,1
61.29,46.72,31.41,29.88,67.74,8078.47,8321.89,70.06,1
58.62,44.98,29.82,28.80,60.00,7478.70,7674.80,62.10,0
62.42,42.46,32.07,30.35,58.17,7398.58,7504.88,58.92,0
56.41,42.49,29.32,27.08,52.12,6835.48,6945.35,53.32,1
60.19,44.83,30.99,29.20,61.66,7643.98,7798.19,63.34,1
57.09,46.29,28.66,28.43,62.24,7619.04,7801.65,64.07,0
60.92,45.51,31.88,29.05,64.66,7886.23,8018.62,66.07,1
61.64,45.98,32.09,29.54,67.13,8097.25,8193.57,68.23,0
62.08,44.43,32.57,29.52,62.85,7745.03,7898.01,64.16,0
61.71,45.10,30.97,30.74,62.96,7772.33,8007.76,65.73,1
58.56,43.62,31.16,27.40,56.48,7224.90,7383.73,58.35,1
62.71,49.12,32.53,30.17,76.02,8773.78,9012.07,79.22,1
62.82,46.11,32.69,30.13,68.18,8176.08,8341.77,69.92,1
65.14,45.53,34.71,30.43,68.51,8240.81,8448.21,70.69,1
57.65,45.08,31.45,26.20,59.06,7397.46,7603.82,61.35,0
59.31,43.98,29.67,29.64,57.95,7317.73,7529.08,60.06,1
59.24,46.40,30.99,28.24,65.09,7884.26,8041.82,66.77,1
61.23,47.32,31.13,30.10,69.82,8283.62,8447.39,71.78,1
60.92,45.83,30.95,29.97,66.03,7991.47,8087.90,67.01,1
62.11,45.95,31.29,30.82,67.06,8091.37,8234.36,68.67,1
60.10,45.78,31.19,28.92,63.86,7791.31,7993.43,65.94,1
64.30,45.40,33.01,31.29,67.53,8164.93,8333.85,69.40,1
61.64,47.04,31.45,30.18,70.32,8316.40,8428.79,71.43,0
66.51,46.38,34.51,31.99,74.20,8709.54,8780.67,74.89,1
57.55,44.99,28.90,28.65,59.60,7421.55,7571.83,61.00,1
60.40,46.54,36.48,23.93,66.37,8002.98,8212.27,68.52,1
61.06,44.18,32.29,28.77,60.60,7571.52,7743.76,62.40,0
57.77,44.71,29.13,28.64,58.89,7341.25,7532.85,60.46,1
61.87,45.78,30.95,30.92,67.49,8106.24,8171.31,67.88,1
61.31,46.50,30.91,30.40,68.01,8121.49,8273.68,69.41,1
58.01,46.17,29.77,28.24,63.63,7769.12,7868.79,64.76,0
63.42,46.06,33.47,29.95,69.40,8289.35,8393.91,70.46,1
61.67,46.08,32.47,29.20,67.59,8114.29,8219.97,68.57,1
59.21,43.35,30.47,28.74,56.80,7238.39,7388.81,58.27,0
57.65,44.31,29.97,27.68,57.42,7275.27,7438.75,59.27,1
60.51,47.15,32.29,28.22,68.53,8179.00,8337.53,70.43,1
62.06,47.95,33.56,28.49,72.57,8500.06,8678.53,74.70,1
60.10,46.76,32.70,27.40,66.58,8004.33,8211.98,68.81,1
58.69,44.60,31.97,26.72,58.59,7371.58,7604.97,61.14,1
57.76,46.17,29.99,27.77,61.90,7619.81,7844.19,64.48,1
61.26,46.65,33.54,27.72,68.16,8155.68,8306.18,69.80,0
59.09,45.51,30.65,28.44,62.81,7692.95,7833.94,64.07,1
59.67,46.09,30.93,28.75,65.28,7920.85,8017.85,66.36,0
60.03,44.90,32.79,27.25,61.17,7605.33,7800.86,63.37,1
60.26,44.90,32.02,28.24,62.27,7687.13,7821.08,63.61,1
61.17,45.26,32.13,29.05,63.22,7784.34,7989.39,65.62,1
62.19,45.83,32.49,29.70,66.35,8032.77,8217.11,68.40,1
64.63,45.89,32.72,31.91,69.70,8338.78,8477.54,71.27,1
59.05,47.24,30.38,28.67,67.34,8054.62,8204.53,68.99,1
58.96,45.13,30.24,28.72,60.52,7524.07,7739.61,62.87,1
63.59,44.74,33.43,30.17,64.62,7917.43,8116.95,66.66,1
62.19,43.83,33.24,28.95,60.92,7619.17,7780.14,62.56,1
61.84,46.51,31.42,30.42,67.89,8118.17,8330.93,70.05,1
63.20,47.60,33.22,29.98,73.62,8616.06,8716.41,74.96,1
61.33,47.73,32.79,28.55,70.69,8341.98,8551.86,73.15,1
58.79,46.99,30.39,28.40,66.07,7917.11,8123.62,67.96,1
60.61,44.70,31.29,29.32,61.02,7601.38,7812.67,63.43,1
59.95,43.77,33.62,26.34,58.16,7369.07,7553.65,60.14,1
60.26,47.36,32.87,27.39,69.48,8254.70,8359.64,70.76,1
61.06,47.45,31.02,30.04,69.42,8241.94,8458.97,71.98,1
60.21,46.38,30.49,29.72,66.01,7970.67,8134.96,67.81,1
59.43,46.04,31.85,27.58,64.28,7845.19,7984.56,65.95,1
58.15,43.81,30.45,27.70,56.97,7239.31,7382.78,58.44,0
63.36,45.51,34.21,29.15,67.24,8113.03,8265.34,68.71,0
59.27,44.96,29.89,29.38,60.43,7482.63,7734.11,62.73,1
62.10,47.53,32.17,29.93,71.12,8369.26,8586.39,73.46,0
62.90,47.84,31.99,30.91,73.85,8625.44,8740.16,75.38,1
62.72,47.24,31.52,31.20,71.27,8397.38,8585.83,73.30,0
61.03,44.40,32.52,28.52,62.57,7733.18,7789.96,63.00,1
62.67,46.33,31.47,31.20,69.27,8256.79,8376.24,70.44,1
62.04,46.97,32.16,29.88,70.19,8275.17,8455.49,71.68,1
62.03,45.90,31.02,31.02,66.94,8077.10,8214.87,68.43,1
61.24,47.55,31.17,30.07,70.40,8306.16,8499.35,72.49,1
65.02,47.10,33.52,31.50,74.19,8683.55,8793.45,75.53,1
61.76,45.13,32.02,29.74,63.61,7817.59,8017.83,65.85,1
61.44,44.08,31.22,30.22,62.15,7716.83,7759.06,62.51,1
65.85,46.75,33.19,32.66,74.14,8653.89,8797.84,75.35,1
63.46,47.60,32.99,30.47,72.51,8499.87,8745.43,75.30,1
63.31,48.20,33.56,29.74,74.89,8683.67,8865.54,77.00,1
60.27,46.11,31.38,28.89,65.51,7919.81,8082.44,67.08,0
61.71,47.13,32.52,29.20,69.64,8268.31,8456.10,71.76,1
60.90,44.31,30.47,30.43,61.29,7617.93,7755.79,62.61,1
58.92,44.83,30.20,28.72,60.43,7523.66,7672.64,62.01,1
59.63,46.71,31.94,27.69,66.63,8004.83,8151.06,68.12,1
58.94,47.87,29.47,29.47,68.06,8107.06,8332.84,70.74,0
63.11,45.51,35.96,27.15,67.24,8113.55,8246.06,68.43,1
58.67,45.83,31.99,26.68,62.53,7685.82,7865.07,64.53,1
59.04,46.15,31.52,27.52,63.48,7768.94,7968.63,65.83,1
63.21,47.60,33.26,29.95,73.77,8585.24,8720.00,75.01,1
60.40,48.83,30.70,29.70,72.97,8484.61,8699.88,75.42,1
59.38,46.21,30.45,28.93,63.83,7786.52,8015.56,66.40,1
58.69,44.85,29.99,28.70,60.81,7550.22,7654.63,61.82,1
60.17,46.04,30.60,29.57,64.79,7887.38,8057.71,66.78,1
61.73,48.34,32.87,28.86,71.47,8398.41,8732.34,75.54,0
58.99,46.88,30.24,28.74,65.29,7897.02,8119.07,67.86,1
60.49,46.38,31.27,29.22,66.05,7984.04,8163.20,68.11,1
60.84,47.50,31.16,29.68,69.47,8204.89,8447.43,71.87,1
59.84,45.93,32.94,26.90,63.77,7812.49,8004.61,66.09,1
62.42,46.06,32.22,30.20,67.93,8151.17,8291.04,69.35,1
57.15,44.06,28.95,28.20,57.09,7241.21,7337.39,58.09,1
61.20,46.54,31.35,29.85,67.62,8114.73,8271.58,69.40,1
61.37,47.70,30.95,30.42,71.49,8420.13,8547.75,73.12,0
62.78,47.15,34.79,27.99,69.55,8276.42,8576.27,73.07,1
60.59,46.17,32.04,28.55,65.98,7973.44,8130.42,67.64,1
59.70,45.76,30.45,29.25,62.95,7726.85,7949.35,65.45,1
62.77,45.45,33.39,29.38,66.06,7968.35,8192.45,67.90,1
60.90,45.81,33.22,27.68,66.08,7990.02,8085.27,66.92,1
61.59,46.26,31.94,29.65,67.25,8076.54,8250.47,69.01,1
61.39,46.28,31.11,30.27,67.04,8073.62,8232.68,68.83,1
62.02,44.70,31.39,30.63,64.01,7806.05,7950.05,64.88,1
60.19,43.08,30.74,29.45,57.81,7348.44,7424.87,58.49,1
59.21,45.82,30.13,29.07,62.72,7714.49,7913.62,65.10,1
59.08,44.51,29.68,29.40,61.99,7645.57,7619.60,61.28,1
59.04,46.09,30.33,28.72,64.20,7832.82,7954.16,65.67,1
64.46,49.63,33.24,31.22,80.99,9133.66,9318.89,83.12,0
61.59,48.01,32.92,28.66,72.22,8440.50,8643.40,74.34,1
61.99,45.63,33.01,28.97,65.75,7985.46,8151.68,67.56,1
60.76,44.63,30.52,30.24,62.03,7681.12,7809.57,63.36,1
61.49,47.90,31.49,29.99,71.25,8387.63,8604.14,73.86,1
57.44,44.65,28.94,28.50,57.97,7297.45,7487.96,59.95,1
62.26,48.40,32.24,30.02,72.31,8465.86,8799.04,76.36,1
60.15,48.83,30.20,29.95,73.06,8501.89,8673.15,75.11,1
61.27,45.80,30.78,30.49,65.28,7952.16,8115.57,67.29,1
60.26,44.90,31.24,29.02,60.90,7587.82,7820.11,63.61,1
61.89,46.23,31.07,30.82,67.56,8124.58,8273.19,69.25,1
57.08,45.01,29.18,27.90,58.67,7349.55,7528.78,60.54,0
62.08,47.88,33.68,28.39,71.55,8433.86,8665.66,74.52,0
59.83,45.59,30.33,29.50,63.41,7784.98,7925.76,65.12,1
63.83,44.27,32.51,31.32,63.65,7878.74,8035.06,65.50,1
61.19,45.08,30.74,30.45,65.58,7960.91,7951.24,65.12,1
62.59,47.01,32.69,29.90,70.78,8339.85,8521.19,72.43,1
56.69,45.88,28.97,27.72,61.15,7547.11,7672.69,62.47,1
60.49,46.79,31.24,29.25,67.94,8106.32,8254.16,69.33,1
62.73,45.79,33.62,29.11,66.84,8086.95,8263.51,68.87,1
63.32,44.08,32.16,31.16,63.11,7807.19,7943.29,64.43,0
55.86,42.27,28.18,27.68,51.91,6803.57,6849.21,52.26,1
62.58,46.20,32.07,30.52,68.64,8218.51,8338.08,69.95,1
57.33,45.51,29.18,28.15,60.61,7500.70,7659.00,62.17,1
66.70,47.83,34.74,31.95,78.61,9017.49,9139.50,79.90,1
61.56,46.42,33.04,28.52,68.48,8183.41,8285.26,69.47,0
57.42,44.33,30.47,26.95,57.22,7245.28,7421.57,59.08,1
59.40,45.51,29.79,29.60,62.65,7680.39,7865.07,64.42,1
58.09,45.73,29.29,28.80,61.52,7595.87,7781.56,63.61,1
61.23,50.09,34.08,27.15,77.80,8858.30,9081.24,80.44,0
59.06,47.70,31.82,27.25,67.94,8099.03,8309.57,70.36,0
62.56,46.17,32.29,30.27,68.22,8179.59,8329.65,69.84,1
60.38,47.56,31.95,28.43,69.29,8206.16,8415.84,71.53,1
58.17,45.58,30.99,27.18,61.41,7585.53,7759.78,63.28,1
60.37,45.02,30.45,29.92,62.48,7698.43,7856.94,64.08,1
59.86,47.56,30.32,29.54,70.06,8282.51,8358.26,70.88,0
60.08,48.28,31.17,28.92,71.28,8355.29,8543.05,73.33,0
58.52,44.96,29.39,29.13,61.51,7563.46,7659.79,61.93,1
59.06,44.48,30.66,28.40,58.89,7389.87,7611.32,61.17,0
65.53,47.21,33.14,32.38,73.94,8560.29,8869.92,76.46,0
61.31,47.50,31.16,30.15,71.52,8387.51,8496.55,72.43,1
58.67,47.10,30.72,27.95,66.68,7998.48,8137.05,68.16,1
59.74,46.13,30.74,28.99,65.47,7924.44,8032.38,66.55,1
62.67,46.13,32.60,30.08,66.73,8046.21,8332.16,69.83,0
59.92,43.81,30.97,28.95,58.50,7393.79,7553.44,60.22,1
63.11,46.26,32.19,30.92,69.45,8268.50,8404.82,70.71,0
59.71,44.85,30.22,29.49,62.56,7711.53,7755.23,62.90,1
62.91,46.76,31.57,31.35,69.74,8274.83,8496.14,72.02,1
64.83,47.25,33.92,30.91,73.81,8638.65,8808.69,75.79,1
62.19,46.33,32.97,29.22,67.71,8132.55,8328.86,69.90,0
57.94,46.10,32.49,25.45,62.60,7685.02,7853.01,64.48,1
60.24,45.38,30.52,29.72,63.30,7762.34,7919.83,64.94,0
62.40,46.82,32.20,30.20,70.23,8333.52,8457.82,71.62,1
61.64,48.31,31.45,30.18,73.46,8530.71,8713.69,75.33,0
57.92,45.58,29.45,28.47,61.23,7570.26,7732.94,63.01,1
59.42,45.83,29.97,29.45,64.37,7837.19,7936.60,65.35,1
58.86,43.27,29.43,29.43,56.14,7180.01,7337.87,57.71,1
59.96,45.35,31.99,27.97,62.74,7723.13,7889.53,64.58,1
60.80,46.11,30.42,30.38,64.58,7860.34,8135.41,67.67,1
57.38,46.81,29.95,27.43,63.79,7753.91,7942.30,65.84,1
59.99,48.07,30.00,30.00,70.42,8266.58,8485.12,72.58,1
59.28,47.70,30.54,28.74,68.70,8161.73,8330.28,70.62,1
58.71,44.10,30.97,27.74,58.34,7359.80,7499.34,59.80,1
58.08,43.74,29.42,28.66,56.81,7220.99,7360.76,58.18,0
61.57,45.49,31.17,30.40,64.78,7893.02,8079.75,66.73,1
58.17,46.33,29.95,28.22,62.95,7700.43,7918.79,65.38,1
59.88,47.17,31.94,27.93,67.83,8071.62,8277.01,69.76,1
59.15,47.83,30.72,28.43,68.49,8136.23,8346.25,70.86,1
60.21,44.35,30.49,29.72,60.71,7572.51,7697.27,62.02,1
62.05,45.01,32.55,29.50,64.21,7887.90,8023.35,65.84,0
59.42,46.58,30.45,28.97,66.06,7966.19,8099.70,67.51,1
61.03,46.46,31.15,29.88,67.50,8060.89,8237.33,68.98,1
62.36,45.70,31.54,30.82,67.50,8137.66,8204.46,68.20,1
62.42,46.83,32.20,30.22,70.90,8380.15,8462.96,71.69,1
60.26,44.13,31.77,28.49,60.14,7533.44,7654.54,61.44,1
57.63,43.29,28.95,28.68,54.98,7072.24,7223.93,56.55,1
60.78,46.17,33.04,27.74,66.07,7992.73,8152.38,67.86,1
61.09,47.19,31.85,29.23,68.28,8171.15,8406.07,71.24,1
64.30,43.13,34.06,30.24,62.36,7786.70,7831.14,62.63,0
57.74,43.63,29.99,27.74,55.82,7149.53,7304.60,57.54,1
62.51,45.26,31.77,30.74,65.87,8008.63,8122.35,67.05,0
59.74,44.38,32.27,27.47,60.35,7538.46,7658.26,61.59,1
60.83,45.20,31.07,29.77,62.84,7748.45,7942.32,65.09,1
61.52,46.05,32.51,29.01,67.18,8058.02,8196.64,68.29,1
60.62,47.21,30.95,29.67,69.02,8223.37,8359.93,70.73,1
61.39,46.79,32.20,29.18,68.72,8190.32,8348.25,70.38,1
57.67,44.83,30.49,27.18,58.75,7368.32,7550.89,60.69,0
61.90,46.42,32.97,28.93,67.80,8147.28,8319.84,69.85,1
60.89,45.73,33.12,27.77,65.33,7948.68,8066.16,66.68,1
60.34,47.84,30.91,29.43,69.32,8240.17,8472.07,72.32,0
59.40,46.33,30.45,28.95,65.83,7945.27,8043.21,66.77,1
60.37,44.61,32.19,28.18,60.86,7604.48,7771.02,62.92,0
61.51,44.88,31.52,29.99,61.36,7633.49,7938.10,64.86,1
59.37,44.27,31.70,27.66,57.13,7260.81,7599.36,60.93,1
57.04,44.93,28.52,28.52,58.50,7346.87,7507.26,60.28,0
62.34,47.76,32.94,29.40,71.91,8422.59,8665.03,74.47,1
62.79,47.07,34.40,28.39,70.45,8342.33,8557.82,72.84,1
59.67,45.54,31.10,28.58,63.35,7776.76,7900.29,64.81,1
58.15,45.58,29.18,28.97,60.73,7531.90,7755.88,63.26,1
58.92,44.08,32.24,26.68,59.02,7412.11,7517.18,59.95,1
58.87,46.26,31.10,27.77,63.66,7781.60,7974.56,65.96,0
61.14,47.56,31.20,29.93,70.69,8324.60,8492.54,72.42,0
61.08,46.70,30.82,30.27,67.89,8126.24,8295.50,69.76,0
62.09,46.01,31.42,30.67,67.00,8064.64,8245.31,68.82,1
61.17,45.26,30.60,30.57,63.80,7825.69,7988.17,65.61,1
60.87,44.27,32.70,28.16,61.55,7642.03,7746.65,62.47,1
59.07,45.49,30.92,28.15,63.37,7725.01,7829.78,64.01,0
59.43,48.47,30.81,28.62,70.23,8269.75,8516.22,73.11,1
62.61,47.17,32.44,30.17,71.18,8414.59,8558.04,72.94,1
60.74,44.94,30.87,29.88,61.97,7677.04,7876.06,64.24,0
59.33,45.26,31.17,28.16,61.61,7603.60,7805.71,63.64,0
58.29,44.68,30.04,28.24,58.94,7400.01,7577.74,60.92,1
58.28,44.61,30.91,27.37,59.16,7432.74,7564.92,60.74,0
64.08,48.70,32.54,31.54,78.16,8932.35,9060.95,79.56,0
61.70,46.79,31.35,30.35,69.74,8288.47,8377.72,70.72,1
56.13,46.83,30.22,25.91,62.63,7656.26,7821.42,64.46,0
60.76,46.40,31.77,28.99,66.46,8015.07,8196.61,68.49,1
61.76,47.15,32.27,29.49,69.45,8249.35,8465.36,71.88,0
60.17,46.83,31.20,28.97,66.85,8031.86,8231.55,69.10,1
59.10,45.28,30.17,28.93,62.27,7666.12,7784.87,63.43,1
57.34,45.96,29.58,27.76,61.72,7593.76,7756.27,63.43,1
56.82,45.73,30.29,26.52,60.09,7467.13,7656.33,62.21,1
59.83,45.51,30.67,29.17,63.08,7733.90,7908.71,64.89,1
58.92,44.56,31.24,27.68,59.73,7468.70,7616.54,61.26,1
59.76,44.65,30.99,28.77,61.45,7620.17,7717.20,62.39,1
60.81,48.50,31.92,28.89,72.13,8398.98,8669.85,74.90,1
58.94,47.91,29.89,29.05,70.03,8268.09,8340.53,70.84,1
59.92,45.26,30.10,29.82,62.19,7682.65,7863.92,64.28,0
60.98,46.79,34.58,26.41,66.43,8016.42,8313.21,69.90,1
58.74,44.38,30.27,28.47,59.18,7433.63,7558.24,60.56,1
54.92,46.03,28.44,26.48,58.10,7281.54,7528.19,60.92,0
61.76,46.40,31.27,30.49,68.36,8158.83,8297.70,69.62,1
65.35,46.95,33.56,31.79,73.56,8639.14,8792.98,75.43,1
56.15,43.06,29.22,26.93,53.71,6947.62,7036.68,54.51,1
59.34,44.21,30.04,29.29,59.05,7430.45,7580.37,60.71,1
57.15,45.93,30.12,27.03,61.53,7577.50,7730.91,63.12,1
62.33,46.25,33.43,28.90,68.54,8182.14,8324.28,69.80,1
64.10,48.41,33.93,30.17,76.31,8813.65,8999.09,78.66,0
61.83,44.93,31.54,30.29,63.23,7796.86,7981.29,65.35,1
62.27,46.45,32.90,29.37,67.36,8051.69,8364.13,70.36,1
60.24,44.88,30.49,29.74,61.13,7594.14,7811.78,63.52,1
59.53,45.43,30.29,29.24,62.44,7693.05,7860.68,64.33,1
57.58,45.23,29.46,28.12,60.46,7474.54,7624.37,61.67,1
60.54,47.48,31.65,28.89,69.15,8172.32,8411.58,71.44,1
61.11,45.73,30.57,30.54,64.86,7906.01,8084.76,66.92,1
57.79,43.40,30.04,27.74,55.49,7115.56,7262.87,57.00,0
58.68,45.79,30.60,28.08,62.63,7697.61,7854.13,64.42,0
56.57,46.98,28.55,28.02,63.58,7732.91,7893.85,65.36,1
57.32,45.93,31.16,26.16,61.55,7598.71,7750.35,63.31,1
60.74,48.40,31.52,29.22,70.16,8284.71,8637.93,74.49,1
59.92,45.83,31.47,28.45,63.92,7815.81,7988.03,65.90,1
60.17,44.48,31.38,28.80,61.12,7616.46,7722.29,62.35,1
59.17,44.83,29.72,29.45,60.98,7574.08,7696.95,62.27,1
57.33,47.03,29.43,27.90,64.59,7805.52,7982.93,66.39,1
57.08,46.53,29.42,27.66,63.49,7706.56,7850.16,64.70,1
58.76,47.67,32.54,26.22,67.23,8037.36,8275.42,69.92,1
59.81,45.43,32.07,27.74,63.31,7743.72,7890.36,64.62,1
60.87,46.79,30.93,29.93,67.79,8105.55,8294.01,69.79,1
60.01,45.65,30.49,29.52,63.94,7809.30,7956.52,65.48,1
58.53,44.97,29.89,28.64,61.00,7549.92,7663.18,61.97,1
60.21,48.90,30.99,29.22,73.08,8502.28,8694.43,75.38,1
62.03,48.73,31.64,30.39,74.63,8580.65,8849.85,77.13,0
61.44,45.33,32.99,28.45,63.40,7792.20,8033.08,66.11,1
60.42,45.08,31.22,29.20,62.43,7707.75,7874.91,64.30,0
61.64,45.79,32.44,29.20,65.56,7961.16,8152.77,67.68,1
61.55,45.36,32.16,29.39,65.40,7943.34,8048.09,66.30,1
62.76,48.40,31.99,30.77,75.14,8688.29,8851.52,76.97,1
64.08,47.17,34.56,29.52,71.63,8458.80,8714.15,74.66,0
63.64,44.27,33.96,29.68,62.48,7761.52,8018.49,65.31,1
64.05,46.97,32.15,31.90,70.77,8352.44,8662.46,74.00,1
60.83,44.18,32.84,27.99,59.81,7510.96,7723.43,62.17,1
62.81,46.96,32.83,29.98,69.83,8277.96,8531.40,72.52,1
61.89,47.04,33.97,27.91,69.13,8212.30,8459.25,71.72,1
62.30,48.28,33.83,28.47,73.10,8546.10,8778.88,76.02,1
59.49,45.57,30.13,29.36,63.17,7730.91,7888.01,64.70,1
59.90,45.06,31.70,28.20,61.68,7631.45,7820.01,63.69,1
63.72,46.79,33.15,30.57,70.21,8344.33,8587.20,73.04,1
61.07,46.00,32.91,28.16,65.13,7893.22,8142.10,67.66,1
60.01,45.28,30.22,29.79,62.45,7703.21,7877.09,64.43,1
58.87,47.75,32.57,26.30,67.83,8091.13,8304.44,70.29,1
55.54,41.91,29.02,26.52,49.55,6599.69,6747.29,51.07,0
59.85,45.28,31.94,27.91,61.60,7621.39,7861.39,64.24,1
62.09,44.50,31.83,30.25,62.75,7783.81,7912.44,64.36,0
63.61,46.01,33.43,30.18,68.73,8225.46,8400.98,70.51,1
59.49,45.88,32.49,27.00,63.77,7790.58,7956.78,65.55,1
58.82,47.10,29.63,29.19,66.13,7973.53,8151.23,68.33,1
58.28,45.22,29.39,28.89,60.95,7518.88,7691.48,62.40,1
60.94,45.58,33.47,27.47,65.25,7932.96,8039.74,66.30,1
61.45,43.52,31.13,30.32,59.00,7461.00,7638.78,60.94,1
60.24,45.13,30.49,29.74,62.63,7715.42,7865.65,64.23,0
57.57,45.93,29.67,27.90,62.73,7700.59,7771.92,63.58,1
58.95,46.71,30.99,27.96,65.65,7943.74,8080.84,67.35,1
56.63,45.56,31.22,25.41,58.81,7355.36,7605.04,61.55,1
61.24,45.85,32.24,28.99,64.84,7907.43,8125.39,67.41,1
60.96,45.10,31.99,28.97,63.71,7815.34,7934.07,64.93,1
59.28,44.93,30.29,28.99,61.70,7630.89,7728.88,62.66,0
59.37,47.41,30.82,28.55,66.54,7982.94,8276.28,69.88,1
62.59,47.51,32.42,30.17,71.54,8398.17,8633.63,73.99,1
61.86,44.12,32.48,29.39,60.55,7598.17,7809.19,63.05,1
58.82,45.76,29.90,28.92,62.18,7639.81,7860.81,64.49,1
63.64,46.81,32.49,31.16,70.83,8382.95,8583.05,73.01,0
58.96,45.01,31.24,27.73,61.61,7592.86,7716.90,62.56,1
59.74,45.57,32.66,27.08,63.01,7731.32,7916.82,64.97,1
62.92,48.08,32.45,30.47,73.51,8579.26,8797.69,76.17,1
61.31,44.15,31.52,29.79,60.21,7551.35,7761.53,62.58,0
61.39,44.79,32.19,29.20,63.32,7775.39,7908.51,64.49,1
62.56,45.65,33.04,29.52,66.80,8085.53,8214.10,68.26,1
61.78,46.92,31.79,29.99,69.02,8223.44,8417.14,71.23,1
57.86,45.79,29.45,28.41,62.54,7666.97,7772.37,63.53,1
58.63,45.93,31.11,27.52,61.44,7596.87,7879.85,64.76,1
62.42,46.76,32.34,30.07,69.93,8289.45,8445.33,71.45,1
60.65,47.33,30.47,30.18,68.07,8127.15,8390.99,71.15,1
56.59,45.23,28.55,28.05,59.48,7414.43,7527.61,60.63,0
61.60,46.09,32.55,29.05,66.45,8048.48,8214.16,68.51,1
57.96,47.47,29.46,28.50,65.33,7886.88,8143.29,68.39,0
59.15,46.06,30.45,28.70,64.36,7826.65,7959.54,65.71,1
58.71,45.13,29.47,29.24,60.25,7501.49,7714.61,62.60,1
56.44,43.27,29.60,26.83,53.19,6912.91,7107.20,55.33,1
61.51,44.94,30.89,30.62,63.26,7684.47,7952.03,65.05,1
56.88,46.06,29.45,27.43,61.38,7562.84,7731.33,63.19,1
65.28,47.07,34.15,31.13,73.23,8602.91,8812.89,75.72,0
56.44,46.57,30.63,25.81,60.88,7532.00,7797.49,64.09,1
57.29,43.98,29.15,28.14,56.22,7141.01,7333.79,58.01,1
56.33,43.51,29.17,27.16,54.05,6967.19,7144.51,55.82,0
61.32,45.49,33.68,27.65,63.70,7796.41,8058.94,66.46,1
57.85,46.28,30.67,27.18,63.54,7734.93,7875.61,64.87,1
61.84,45.83,31.04,30.80,65.93,8008.81,8181.53,68.03,1
59.10,42.50,31.69,27.41,55.52,7141.20,7202.04,55.90,1
61.01,44.38,31.52,29.49,60.87,7606.57,7780.70,62.91,1
57.35,44.52,29.93,27.41,57.90,7286.14,7453.81,59.52,1
55.82,44.46,29.02,26.80,56.02,7136.78,7291.10,57.76,1
60.67,46.01,31.63,29.05,64.96,7911.76,8102.24,67.25,1
61.35,49.05,32.95,28.40,75.46,8683.27,8852.59,77.28,1
62.04,45.61,33.93,28.11,65.52,7958.97,8155.80,67.57,1
60.44,45.08,31.49,28.95,61.69,7648.76,7877.28,64.32,1
58.74,45.33,29.64,29.11,61.26,7572.36,7760.17,63.19,1
62.91,46.81,33.22,29.68,70.49,8354.81,8509.28,72.18,1
60.33,46.93,30.38,29.95,67.12,8057.00,8269.37,69.58,1
58.67,47.10,30.47,28.20,65.58,7912.67,8136.70,68.16,1
58.37,44.98,32.02,26.36,59.12,7377.75,7654.86,61.85,1
59.34,44.21,31.82,27.52,58.72,7404.65,7582.57,60.71,1
59.42,44.19,30.24,29.18,57.73,7308.09,7585.31,60.76,1
58.28,44.86,29.67,28.61,59.79,7476.51,7616.07,61.42,1
55.54,46.20,29.05,26.50,60.87,7513.01,7627.06,62.08,1
58.39,45.93,31.65,26.74,62.26,7656.42,7856.71,64.49,0
60.99,45.38,32.52,28.47,63.59,7805.13,7996.57,65.75,1
57.67,47.10,29.20,28.47,64.94,7841.48,8033.57,67.00,1
55.82,44.21,28.30,27.52,54.76,7026.83,7238.96,57.11,1
59.62,47.04,31.69,27.93,66.44,7990.25,8222.33,69.09,1
62.37,46.53,33.46,28.92,69.14,8238.25,8391.31,70.70,0
60.59,49.03,30.43,30.15,73.55,8511.82,8764.17,76.27,0
60.07,46.05,31.32,28.76,64.97,7911.49,8049.60,66.69,0
64.16,42.77,34.22,29.93,59.44,7540.38,7739.31,61.45,1
