@relation eggDataIMP3

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute Volume numeric
@attribute Area numeric
@attribute Area_Formula numeric
@attribute Volume_Formula numeric
@attribute class {0,1}

@data
58.62,45.41,30.07,28.55,61.30,7565.33,7766.64,63.30,1
58.34,45.48,30.82,27.52,61.57,7603.07,7754.71,63.19,1
61.35,48.01,33.19,28.16,71.83,8409.74,8619.56,74.06,1
61.00,46.14,33.00,28.00,66.01,7983.72,8166.15,67.99,1
59.54,46.03,31.41,28.13,64.39,7841.56,7992.37,66.05,1
60.49,43.98,32.31,28.18,59.16,7433.12,7646.90,61.27,0
59.92,45.79,30.82,29.11,62.83,7734.15,7978.87,65.79,1
62.21,46.60,31.72,30.49,69.47,8259.29,8389.84,70.75,1
63.95,47.59,33.75,30.20,74.24,8639.24,8793.63,75.83,0
63.14,47.13,33.97,29.18,71.09,8417.12,8607.56,73.45,1
57.11,44.90,29.92,27.19,58.41,7328.41,7509.53,60.28,1
57.65,43.06,28.97,28.68,53.94,6975.25,7178.27,55.97,1
62.01,46.57,32.90,29.11,68.35,8170.64,8363.11,70.42,1
60.21,47.13,32.52,27.70,67.79,8106.66,8302.75,70.02,1
63.33,47.20,31.82,31.52,71.81,8463.10,8639.22,73.87,1
62.65,47.06,31.47,31.19,70.38,8336.59,8538.27,72.66,1
61.06,44.48,31.67,29.39,60.87,7572.80,7808.21,63.25,1
63.59,45.24,32.69,30.91,66.40,8041.73,8227.48,68.16,0
63.29,45.08,33.40,29.89,66.19,8033.01,8160.61,67.33,1
58.76,44.90,30.27,28.49,60.20,7501.61,7671.66,62.03,1
59.17,47.55,30.68,28.49,68.36,8124.49,8285.04,70.04,1
62.74,45.88,35.54,27.20,67.76,8163.05,8289.19,69.13,1
60.31,45.43,31.82,28.49,62.98,7746.35,7939.31,65.16,1
58.44,45.85,29.99,28.45,62.10,7652.74,7843.20,64.34,1
61.94,47.35,31.22,30.72,71.30,8398.49,8529.33,72.73,0
59.10,45.89,30.95,28.15,62.69,7708.60,7917.93,65.17,1
61.37,47.30,33.21,28.16,70.13,8290.04,8460.08,71.88,1
62.06,48.20,32.54,29.52,73.25,8535.54,8732.73,75.48,1
60.63,46.04,31.20,29.43,66.04,7969.14,8105.39,67.31,1
60.40,44.56,30.45,29.95,61.47,7626.09,7760.29,62.80,1
61.69,47.99,31.20,30.49,72.29,8459.11,8645.76,74.39,1
57.27,45.22,29.39,27.88,59.28,7364.16,7591.53,61.31,1
60.56,45.23,30.40,30.15,62.70,7710.28,7920.54,64.87,1
60.15,46.31,30.95,29.20,65.55,7932.39,8115.23,67.55,1
59.65,42.54,30.20,29.45,54.90,7114.58,7259.57,56.52,1
59.13,45.43,31.94,27.19,63.03,7731.93,7824.76,63.91,1
56.96,45.88,29.77,27.20,62.15,7629.86,7700.86,62.77,1
58.65,45.56,31.22,27.43,62.08,7641.96,7803.26,63.75,0
61.01,46.15,30.77,30.24,67.18,8081.72,8166.21,68.03,0
62.26,45.51,31.24,31.03,65.05,7930.03,8152.04,67.52,0
63.07,46.85,32.41,30.67,70.29,8330.68,8534.08,72.49,0
58.54,45.18,29.77,28.77,60.68,7535.33,7707.82,62.55,0
59.26,45.40,30.74,28.52,63.86,7808.47,7828.32,63.96,1
65.59,49.12,34.93,30.67,80.17,9092.22,9325.50,82.88,1
63.49,45.60,34.79,28.70,66.87,8105.50,8300.47,69.13,1
57.76,42.63,31.52,26.25,53.86,6992.46,7103.20,54.96,1
65.60,43.99,34.69,30.91,65.57,8034.53,8148.40,66.47,0
61.78,46.40,31.77,30.02,68.04,8155.93,8300.45,69.64,1
61.44,46.71,32.02,29.42,68.05,8146.37,8335.06,70.19,1
60.55,46.64,33.22,27.33,66.25,8014.62,8231.55,68.96,1
59.65,47.33,31.22,28.43,68.28,8129.17,8288.35,69.98,1
59.64,43.75,30.10,29.54,58.38,7360.65,7513.22,59.77,1
58.81,45.24,29.45,29.36,62.33,7697.90,7747.89,63.01,1
57.51,44.71,29.39,28.12,58.38,7292.46,7507.67,60.19,1
57.35,46.54,29.42,27.93,62.66,7664.45,7880.70,65.05,1
60.17,47.33,30.22,29.95,66.34,7996.57,8341.01,70.58,1
63.24,45.10,31.74,31.49,66.50,8071.71,8159.73,67.35,1
59.03,42.06,30.42,28.61,53.07,6933.62,7101.35,54.67,1
57.46,43.60,29.72,27.74,56.19,7166.98,7273.41,57.21,0
58.92,45.72,31.77,27.15,62.72,7700.30,7864.95,64.48,1
62.14,47.56,32.45,29.68,71.99,8447.85,8597.75,73.60,1
60.51,48.42,31.27,29.24,71.24,8379.95,8619.18,74.28,1
62.37,46.03,33.44,28.93,67.62,8123.26,8279.79,69.18,1
57.90,41.74,31.38,26.52,51.14,6778.13,6934.66,52.83,1
59.15,44.31,30.95,28.20,58.98,7421.80,7585.21,60.81,0
56.51,43.88,28.99,27.52,55.88,7127.25,7238.49,56.97,1
58.50,45.48,29.29,29.21,62.45,7659.01,7768.96,63.36,1
61.19,47.61,35.20,26.00,70.78,8364.95,8520.57,72.63,1
60.44,44.35,30.71,29.73,60.90,7612.27,7718.66,62.24,0
62.03,43.95,31.77,30.25,60.73,7622.26,7787.47,62.73,1
61.51,44.38,30.99,30.52,62.09,7697.72,7829.40,63.42,1
59.46,48.03,32.27,27.19,70.23,8282.58,8423.94,71.81,1
62.06,47.86,32.70,29.36,71.36,8430.18,8656.69,74.43,0
63.16,46.56,33.52,29.64,68.14,8174.48,8478.74,71.69,0
57.30,43.47,29.05,28.26,55.31,7100.51,7230.40,56.70,0
58.74,43.55,29.64,29.11,56.51,7191.57,7384.74,58.34,1
63.04,44.05,31.63,31.41,63.33,7810.66,7908.22,64.04,0
59.92,45.81,30.70,29.22,64.87,7888.78,7982.92,65.85,1
59.34,48.20,30.42,28.93,70.95,8348.53,8446.88,72.19,1
60.69,48.52,30.56,30.13,72.19,8415.35,8658.99,74.80,1
65.80,46.65,33.29,32.52,73.09,8602.62,8770.25,74.98,1
59.21,44.85,29.72,29.49,60.39,7524.17,7705.80,62.37,0
59.91,43.94,31.20,28.72,58.25,7362.92,7581.51,60.58,1
57.13,45.06,29.93,27.20,59.48,7428.78,7545.66,60.74,1
60.21,47.38,31.77,28.45,68.31,8144.71,8356.38,70.76,0
52.41,45.17,27.15,25.26,53.67,6857.23,7104.98,55.98,0
59.59,44.46,32.57,27.02,59.95,7515.40,7661.51,61.66,0
58.18,44.80,31.35,26.83,59.21,7426.48,7594.57,61.13,1
62.84,45.26,32.94,29.90,65.99,8009.66,8155.95,67.40,1
60.45,44.36,32.89,27.57,60.63,7569.16,7724.68,62.28,0
55.97,46.35,28.64,27.33,61.18,7527.90,7701.93,62.97,1
63.32,49.41,32.66,30.67,78.38,8929.87,9143.86,80.93,0
61.61,46.23,32.34,29.27,66.47,8035.42,8246.24,68.94,1
59.37,44.73,29.79,29.57,59.37,7448.92,7695.38,62.20,1
57.38,45.06,29.45,27.93,58.44,7341.29,7569.44,61.00,1
61.58,45.43,32.34,29.24,65.20,7932.31,8067.82,66.56,1
60.61,47.41,30.53,30.08,68.99,8188.25,8403.70,71.33,1
59.64,47.01,31.60,28.05,67.60,8059.49,8216.54,69.00,0
59.06,45.70,31.04,28.02,62.78,7718.23,7873.79,64.59,0
60.40,44.31,30.45,29.95,59.88,7500.86,7706.58,62.10,1
57.71,42.35,31.24,26.47,53.08,6924.42,7041.74,54.21,1
57.85,44.60,32.10,25.75,57.67,7275.00,7524.18,60.26,0
60.67,47.08,32.22,28.45,68.59,8173.53,8339.25,70.42,1
61.81,46.05,30.99,30.82,67.08,8096.05,8224.51,68.62,0
60.59,46.45,31.32,29.27,66.99,8059.16,8189.89,68.45,0
59.77,45.08,30.56,29.21,62.65,7688.30,7809.19,63.59,1
61.11,44.46,30.82,30.29,60.67,7587.23,7807.40,63.24,1
57.20,45.38,28.70,28.50,60.10,7462.58,7618.63,61.68,1
62.89,45.29,32.20,30.68,65.84,8004.99,8167.14,67.55,1
60.49,45.51,31.24,29.25,64.84,7867.21,7974.39,65.60,0
62.97,44.90,32.14,30.82,64.83,7943.13,8087.13,66.45,0
65.10,44.68,33.31,31.79,66.63,8121.25,8251.73,68.04,0
60.60,44.21,30.82,29.78,60.85,7583.24,7703.70,62.01,0
62.28,43.60,33.79,28.49,60.50,7601.82,7740.51,62.00,0
62.01,47.85,31.38,30.63,71.95,8427.42,8647.41,74.33,1
58.32,47.24,30.98,27.33,66.41,7963.11,8130.55,68.13,1
57.46,44.88,29.99,27.47,58.35,7333.86,7539.28,60.59,0
55.69,43.85,28.24,27.45,54.60,7006.98,7154.56,56.08,0
59.62,46.23,30.32,29.29,64.06,7820.90,8042.46,66.71,0
57.26,44.15,29.49,27.77,57.02,7240.33,7367.78,58.45,1
59.84,45.70,30.82,29.02,63.28,7765.55,7950.85,65.44,1
57.00,46.04,29.21,27.79,61.91,7604.73,7737.87,63.25,1
59.17,44.97,30.21,28.97,60.95,7562.95,7727.60,62.67,1
57.04,46.20,28.77,28.27,62.34,7647.15,7776.25,63.75,1
58.90,44.81,29.70,29.20,60.11,7493.38,7665.99,61.93,1
54.75,43.03,28.02,26.74,52.40,6816.17,6899.25,53.09,1
57.64,45.72,29.67,27.97,60.82,7527.29,7734.82,63.09,1
64.49,48.28,33.54,30.95,78.08,8943.57,9008.47,78.70,1
63.92,46.31,33.22,30.70,70.68,8387.73,8500.63,71.79,0
56.38,45.06,28.45,27.93,58.25,7311.09,7470.68,59.94,1
54.22,43.63,28.49,25.72,52.65,6833.58,6968.67,54.03,1
60.56,46.50,30.92,29.64,66.69,8004.39,8197.22,68.56,0
58.00,46.89,29.14,28.86,64.90,7837.02,8019.99,66.76,1
58.94,46.85,29.97,28.97,65.74,7927.77,8109.47,67.75,1
61.69,47.60,32.47,29.22,71.84,8429.34,8560.77,73.20,1
57.31,46.51,29.40,27.91,63.10,7684.28,7870.64,64.92,0
58.38,44.54,29.45,28.93,59.27,7408.66,7557.99,60.65,1
60.30,46.11,30.91,29.39,65.30,7931.83,8085.29,67.12,0
61.13,48.04,31.45,29.68,70.88,8367.43,8598.89,73.87,1
58.92,45.47,31.24,27.69,60.36,7507.44,7810.49,63.79,1
59.63,45.28,30.70,28.93,61.30,7603.29,7838.18,64.00,1
60.70,44.02,30.35,30.35,59.38,7476.45,7672.84,61.58,1
61.01,44.88,31.49,29.52,63.00,7768.52,7888.88,64.33,1
59.09,44.95,30.32,28.77,60.16,7504.56,7715.39,62.52,1
59.43,45.01,33.12,26.30,60.47,7544.43,7766.81,63.04,1
60.89,46.76,30.54,30.35,68.17,8148.22,8288.18,69.70,0
57.77,45.60,31.47,26.30,61.43,7571.49,7724.95,62.89,1
60.57,45.24,31.66,28.92,62.21,7666.26,7925.76,64.92,0
60.09,45.64,30.91,29.18,62.18,7686.40,7963.39,65.55,0
57.04,43.93,29.29,27.74,55.07,7072.33,7299.70,57.63,1
58.39,47.74,31.45,26.94,67.65,8068.34,8249.00,69.68,1
59.29,48.31,30.04,29.25,70.90,8349.59,8466.52,72.47,1
60.84,44.99,30.42,30.42,62.95,7725.90,7895.34,64.47,1
59.81,45.70,31.32,28.49,64.18,7807.13,7948.86,65.41,0
60.42,44.02,32.84,27.58,59.68,7510.72,7648.99,61.30,0
60.12,45.02,31.45,28.66,62.43,7691.97,7832.93,63.81,1
57.26,46.92,32.27,25.00,64.38,7816.19,7961.15,66.02,1
59.53,46.90,30.79,28.74,66.73,8026.17,8180.68,68.56,1
59.91,46.42,30.21,29.71,65.73,7937.90,8115.31,67.61,1
60.87,45.93,31.20,29.67,66.13,8004.45,8103.95,67.23,1
62.89,46.98,31.60,31.29,70.65,8377.69,8542.88,72.67,1
57.03,44.72,29.65,27.37,58.90,7354.92,7463.19,59.71,0
57.20,47.01,29.93,27.27,63.52,7717.02,7965.65,66.18,1
59.78,47.70,31.02,28.77,70.56,8307.32,8382.40,71.22,0
57.19,44.85,28.99,28.20,59.65,7439.55,7507.06,60.24,1
62.64,44.46,32.32,30.32,63.61,7847.76,7958.03,64.81,1
61.60,44.76,31.17,30.43,63.14,7765.82,7921.64,64.62,1
64.88,45.95,34.34,30.54,70.28,8388.46,8517.86,71.73,1
61.71,48.12,31.22,30.49,74.10,8601.12,8679.04,74.84,1
58.59,45.88,30.28,28.31,63.07,7711.72,7864.77,64.59,1
59.12,45.45,30.29,28.83,62.20,7667.78,7824.97,63.95,0
63.74,46.63,33.49,30.24,70.69,8379.57,8552.41,72.55,0
62.83,45.68,33.79,29.05,67.31,8125.40,8248.93,68.64,1
63.17,44.56,34.98,28.20,63.39,7832.77,8039.01,65.68,1
63.01,48.15,32.52,30.49,75.22,8707.13,8821.23,76.48,1
60.89,49.28,32.09,28.80,74.99,8653.39,8853.94,77.42,1
61.39,47.06,32.19,29.20,69.99,8279.06,8408.06,71.19,1
59.00,46.54,30.04,28.97,63.62,7783.01,8047.87,66.92,1
61.06,47.45,33.79,27.27,70.11,8297.38,8464.57,71.98,0
55.34,45.04,28.66,26.68,56.22,7131.52,7365.63,58.79,1
59.99,47.82,30.99,29.01,68.25,8114.80,8430.79,71.83,1
60.92,48.35,30.95,29.97,73.33,8531.66,8647.08,74.58,1
58.40,46.04,31.10,27.30,62.53,7687.01,7880.59,64.81,1
57.71,44.02,30.35,27.37,56.56,7190.70,7384.16,58.55,1
57.05,44.30,28.60,28.45,57.16,7254.17,7376.88,58.61,1
60.47,45.85,32.27,28.20,65.51,7958.19,8048.27,66.56,0
58.96,48.31,30.49,28.47,70.08,8236.36,8432.52,72.07,1
55.35,46.01,28.08,27.27,58.08,7269.81,7566.85,61.35,1
61.94,46.85,32.74,29.20,69.26,8242.08,8419.07,71.20,0
61.58,44.61,31.91,29.67,61.62,7676.27,7888.62,64.18,1
56.49,43.34,30.19,26.30,53.34,6907.94,7127.96,55.56,1
54.96,44.02,28.22,26.74,54.09,6971.51,7119.11,55.77,1
61.60,48.40,32.60,29.01,72.71,8498.83,8730.48,75.55,1
62.78,46.15,31.52,31.27,68.11,8164.50,8346.48,70.01,1
61.58,45.23,32.14,29.43,64.37,7860.81,8023.76,65.97,1
59.21,44.59,30.47,28.75,59.56,7436.13,7650.94,61.66,1
62.42,45.98,32.09,30.32,66.78,8048.80,8271.92,69.09,0
62.64,44.77,34.72,27.91,64.77,7926.66,8032.97,65.75,0
58.31,45.45,30.29,28.02,61.56,7609.22,7745.13,63.08,0
58.04,45.92,29.27,28.77,62.21,7649.23,7817.65,64.09,1
60.01,46.15,30.24,29.77,65.77,7959.26,8064.93,66.92,1
60.92,46.08,30.95,29.97,66.07,7987.65,8142.71,67.74,0
63.83,45.24,32.41,31.42,68.36,8206.89,8251.01,68.42,1
62.76,45.79,34.65,28.11,66.92,8104.27,8269.38,68.90,1
61.35,48.73,31.52,29.84,74.77,8635.11,8779.07,76.30,0
63.41,50.34,32.45,30.95,80.51,9082.13,9369.05,84.11,1
61.53,46.42,31.04,30.49,66.49,8024.89,8280.30,69.44,0
58.56,43.93,31.04,27.52,56.26,7187.76,7448.00,59.17,1
60.26,43.95,31.14,29.12,59.97,7440.73,7615.08,60.93,0
57.57,46.18,29.39,28.18,61.72,7616.76,7824.75,64.28,0
61.93,48.59,31.85,30.08,74.09,8608.02,8807.56,76.56,1
56.84,45.98,28.80,28.05,60.23,7478.50,7709.88,62.92,1
61.19,46.60,32.74,28.45,67.68,8106.48,8287.21,69.59,1
58.67,45.58,29.72,28.95,61.66,7612.72,7807.67,63.83,1
56.19,43.85,29.22,26.97,54.29,6995.08,7202.98,56.58,1
59.10,45.02,32.69,26.41,60.75,7551.64,7736.13,62.73,0
56.87,46.54,29.54,27.33,62.28,7647.63,7832.23,64.50,1
59.53,46.97,30.15,29.38,67.36,8030.84,8196.73,68.79,1
61.33,48.22,32.04,29.29,72.42,8471.30,8662.40,74.69,0
60.45,46.50,32.02,28.43,67.08,8055.53,8188.04,68.44,1
61.03,46.67,31.52,29.52,66.41,8018.27,8284.74,69.62,1
59.15,47.08,29.70,29.45,65.87,7943.53,8180.80,68.66,1
60.74,45.38,31.77,28.97,64.51,7873.92,7970.57,65.48,0
56.36,45.79,28.45,27.91,60.47,7473.04,7622.37,61.89,1
60.30,45.63,31.55,28.75,65.21,7916.86,7981.51,65.73,1
63.01,45.38,33.76,29.24,66.13,8033.09,8199.76,67.93,1
57.61,45.68,28.93,28.68,61.29,7564.35,7722.39,62.94,1
59.74,43.35,31.24,28.49,58.34,7380.03,7439.39,58.79,1
64.14,46.54,34.71,29.43,70.32,8360.52,8577.68,72.75,0
60.99,47.95,31.65,29.34,69.95,8284.12,8563.83,73.42,1
59.59,46.75,29.89,29.70,64.83,7851.44,8153.50,68.19,0
59.67,45.08,29.97,29.70,62.18,7674.20,7799.94,63.50,1
60.48,46.57,32.41,28.08,66.48,8027.29,8207.64,68.68,1
61.86,46.73,31.04,30.82,68.62,8195.45,8381.13,70.72,0
64.06,48.74,33.65,30.40,76.70,8790.22,9070.04,79.68,1
63.44,46.68,34.38,29.06,70.60,8391.37,8537.00,72.39,1
64.00,45.22,32.51,31.48,67.35,8146.90,8262.81,68.53,0
57.22,43.80,29.89,27.33,56.24,7160.11,7290.72,57.47,1
59.33,44.01,29.93,29.40,59.65,7455.46,7537.83,60.17,1
56.66,45.04,28.83,27.83,58.29,7327.08,7494.36,60.19,1
60.13,47.31,31.94,28.20,68.59,8147.35,8334.93,70.48,0
60.28,47.42,32.29,27.99,69.07,8213.11,8375.12,70.99,1
58.82,48.27,29.67,29.15,69.38,8180.14,8406.03,71.74,0
59.56,44.94,30.57,28.99,61.10,7580.24,7759.88,62.99,1
58.54,42.38,32.07,26.47,53.34,6966.70,7124.91,55.05,1
55.29,46.23,27.77,27.52,59.80,7429.29,7606.93,61.87,1
56.12,46.96,29.42,26.70,62.79,7661.28,7845.36,64.79,1
58.43,47.21,31.16,27.27,66.90,8018.98,8136.31,68.18,0
59.81,45.70,30.29,29.52,62.28,7653.65,7947.76,65.41,1
57.94,43.58,30.97,26.97,56.01,7164.12,7316.01,57.62,0
60.92,45.76,31.60,29.32,64.96,7916.71,8072.53,66.79,1
60.17,43.81,30.95,29.22,59.83,7508.33,7577.67,60.47,1
60.73,46.82,30.60,30.13,68.28,8157.69,8285.56,69.71,1
63.11,44.21,35.32,27.79,62.91,7793.12,7957.50,64.60,0
59.25,46.01,30.28,28.97,63.38,7771.86,7957.02,65.66,1
58.24,41.10,30.49,27.74,49.98,6687.17,6833.50,51.52,0
62.01,45.20,31.13,30.89,64.50,7811.74,8059.08,66.34,1
58.15,45.58,29.72,28.43,62.26,7640.39,7756.01,63.26,1
59.76,45.90,31.54,28.22,64.86,7883.01,7986.92,65.92,1
59.96,46.92,31.65,28.31,67.27,8075.61,8228.61,69.10,0
61.26,46.63,31.74,29.52,68.38,8174.25,8297.37,69.73,0
65.26,45.88,32.99,32.27,70.65,8415.22,8537.47,71.91,1
59.17,42.81,29.70,29.47,55.72,7156.05,7270.49,56.78,1
59.40,46.33,30.97,28.43,64.70,7854.81,8043.84,66.77,1
62.55,45.55,32.27,30.28,65.89,8021.75,8190.49,67.95,1
59.29,46.58,30.28,29.01,65.64,7947.72,8086.16,67.36,1
61.82,45.73,32.19,29.63,67.11,8082.02,8156.42,67.68,1
58.53,44.47,30.66,27.88,60.18,7464.75,7557.88,60.60,1
60.34,45.26,31.17,29.17,63.56,7771.91,7904.80,64.71,1
60.26,43.88,32.29,27.97,59.13,7459.82,7602.23,60.74,0
60.30,46.89,30.88,29.42,67.01,8063.20,8256.48,69.41,1
58.75,47.18,30.44,28.31,66.83,8009.98,8160.99,68.47,1
58.26,46.09,29.50,28.76,63.27,7749.95,7874.69,64.79,1
57.26,43.90,29.49,27.77,55.93,7139.16,7315.89,57.79,1
62.83,44.65,31.82,31.02,64.10,7876.92,8020.02,65.59,1
59.67,46.71,32.97,26.70,65.76,7944.80,8157.84,68.17,1
60.26,45.90,30.74,29.52,65.82,7966.47,8035.98,66.47,0
57.44,45.92,29.78,27.66,61.78,7606.56,7758.69,63.44,0
60.37,45.79,31.19,29.18,64.58,7864.88,8023.86,66.28,0
60.21,44.60,32.02,28.20,60.93,7589.01,7752.68,62.72,1
59.69,44.58,29.97,29.72,60.32,7527.44,7694.79,62.12,1
58.79,45.68,32.79,26.00,62.43,7680.92,7845.40,64.21,1
60.34,46.45,31.07,29.27,66.98,8058.59,8164.35,68.17,1
62.03,49.45,31.52,30.52,77.40,8838.28,9013.36,79.41,1
59.51,45.65,31.54,27.97,62.52,7698.90,7908.01,64.93,1
63.61,47.03,32.44,31.17,72.44,8499.69,8629.20,73.66,1
59.94,45.60,30.24,29.70,63.68,7791.92,7939.56,65.27,1
57.50,44.08,30.42,27.08,56.70,7199.53,7377.29,58.51,1
63.01,45.43,32.39,30.62,65.79,8020.39,8210.92,68.10,1
59.81,46.95,32.07,27.74,66.57,7983.93,8222.09,69.03,1
59.41,45.87,30.52,28.89,64.07,7830.43,7944.81,65.46,1
61.44,45.08,32.74,28.70,64.87,7911.07,7977.93,65.38,1
60.31,43.40,30.52,29.79,58.32,7396.72,7504.11,59.49,1
60.99,46.63,32.24,28.74,67.64,8110.90,8270.25,69.42,1
59.91,45.22,30.24,29.67,62.24,7670.81,7854.56,64.16,1
61.35,47.37,32.60,28.76,70.22,8320.83,8472.95,72.07,1
62.67,48.83,33.24,29.43,74.26,8618.53,8944.00,78.26,1
60.05,47.26,31.36,28.70,67.39,8068.92,8313.26,70.22,1
57.90,44.26,29.40,28.50,58.14,7340.74,7452.80,59.40,1
56.73,44.81,29.50,27.23,58.07,7320.87,7453.10,59.64,0
61.85,47.53,31.44,30.42,72.25,8454.12,8559.65,73.16,1
65.36,46.51,33.69,31.67,72.95,8573.20,8693.43,74.04,1
60.30,47.13,30.42,29.89,68.98,8211.44,8310.86,70.15,1
62.26,46.65,34.04,28.22,69.71,8288.80,8408.62,70.94,1
59.11,44.52,30.18,28.93,59.59,7442.56,7626.18,61.36,1
58.51,45.38,30.24,28.27,60.93,7560.06,7748.40,63.08,1
62.33,45.24,33.16,29.17,65.41,7954.01,8102.03,66.81,0
65.99,44.27,35.92,30.07,64.70,7992.87,8251.00,67.71,0
60.09,43.93,31.82,28.27,58.96,7444.10,7595.68,60.71,1
57.93,44.80,29.36,28.58,58.10,7324.64,7567.46,60.87,1
60.94,45.85,33.22,27.72,65.90,7974.20,8098.36,67.09,1
56.01,42.90,29.02,27.00,52.36,6836.60,6992.01,53.99,1
58.77,45.97,30.62,28.15,64.56,7837.79,7902.72,65.04,0
65.74,48.12,34.24,31.49,79.39,9059.94,9105.70,79.72,0
62.89,47.30,33.96,28.93,72.56,8505.42,8617.78,73.65,1
61.95,44.51,31.63,30.32,61.97,7704.76,7902.82,64.27,1
64.82,42.71,32.42,32.40,60.77,7649.00,7788.32,61.92,1
56.91,44.50,28.73,28.18,56.96,7234.21,7404.99,59.00,0
60.96,46.63,31.99,28.97,68.13,8152.62,8267.49,69.39,1
59.59,46.23,30.29,29.29,65.30,7912.11,8039.61,66.68,1
59.88,46.06,32.70,27.18,64.21,7822.24,8037.07,66.53,0
64.03,44.20,32.39,31.64,64.54,7867.11,8038.06,65.49,0
58.90,44.81,29.47,29.43,60.09,7490.66,7666.17,61.93,0
58.88,44.54,29.95,28.93,59.90,7480.99,7607.09,61.17,1
62.31,45.48,31.66,30.66,66.50,8032.50,8151.17,67.49,1
63.60,49.27,33.22,30.37,78.87,8961.70,9143.21,80.84,1
59.40,46.58,30.72,28.68,66.08,7965.73,8097.96,67.49,1
60.07,44.49,30.91,29.17,60.74,7555.25,7713.58,62.27,1
64.30,45.47,33.16,31.14,69.36,8268.12,8348.99,69.61,0
59.37,43.86,30.28,29.09,58.06,7329.49,7511.50,59.81,0
59.17,46.21,32.23,26.94,64.17,7817.89,7997.81,66.17,1
59.99,45.13,31.27,28.72,62.46,7706.48,7841.62,63.96,0
58.12,46.01,31.32,26.80,62.60,7654.40,7846.85,64.42,1
61.89,44.54,32.45,29.43,62.98,7769.91,7903.41,64.29,1
60.36,42.96,32.57,27.80,56.23,7217.14,7417.92,58.33,0
58.46,46.63,29.74,28.72,64.11,7802.23,8011.36,66.55,1
58.60,46.53,30.93,27.66,64.94,7854.32,8005.11,66.42,1
59.71,46.57,30.88,28.83,66.32,8000.12,8126.30,67.80,1
59.40,44.81,29.72,29.68,60.42,7532.00,7715.48,62.46,0
58.43,43.98,29.75,28.68,57.80,7312.40,7444.93,59.18,1
61.52,44.95,31.39,30.13,63.28,7727.17,7955.11,65.08,1
60.17,46.33,30.97,29.20,66.11,7981.76,8121.51,67.63,1
60.09,44.46,32.59,27.49,60.33,7545.63,7709.95,62.18,0
62.91,47.56,33.13,29.78,71.40,8413.14,8677.40,74.50,1
60.73,47.10,32.16,28.58,67.80,8116.32,8349.50,70.55,0
60.46,43.60,30.72,29.74,59.25,7462.07,7561.61,60.19,0
62.26,45.26,31.52,30.74,65.70,7991.91,8097.47,66.79,1
63.01,46.63,34.29,28.72,69.74,8303.37,8479.98,71.72,1
61.06,45.43,30.79,30.27,64.00,7825.11,8012.79,65.97,0
59.15,46.06,33.72,25.43,64.47,7842.76,7968.40,65.71,0
61.34,44.76,33.69,27.65,60.61,7565.40,7899.58,64.34,1
60.60,44.01,30.93,29.67,60.33,7539.75,7661.10,61.45,1
58.68,45.54,30.85,27.83,61.93,7648.88,7801.16,63.72,1
62.97,45.64,32.84,30.12,68.14,8195.42,8251.96,68.66,1
65.99,47.81,33.12,32.87,76.35,8845.28,9059.81,79.00,0
63.28,46.40,32.02,31.27,68.99,8256.86,8453.53,71.33,0
61.19,47.35,31.24,29.95,70.14,8302.61,8451.69,71.85,1
60.19,46.10,31.24,28.95,65.72,7949.84,8073.93,66.99,1
58.53,44.37,30.13,28.39,58.61,7390.76,7535.58,60.32,1
59.37,43.96,30.07,29.29,59.29,7456.94,7530.29,60.06,1
61.40,45.10,32.84,28.55,63.21,7772.34,7977.21,65.38,1
60.44,46.35,30.47,29.97,65.51,7932.45,8153.24,68.00,1
59.15,45.51,30.07,29.07,62.98,7719.47,7840.09,64.14,1
59.78,44.90,30.29,29.49,62.28,7689.93,7772.57,63.11,0
60.81,44.23,31.66,29.15,60.88,7571.77,7729.62,62.28,0
60.60,45.53,30.67,29.93,63.45,7774.41,7988.78,65.76,0
59.46,46.88,30.72,28.74,66.20,7977.04,8168.26,68.41,1
64.96,49.35,33.97,30.99,80.78,9137.56,9310.54,82.86,0
61.12,47.70,30.91,30.21,70.10,8302.61,8521.92,72.82,1
60.13,43.79,31.19,28.95,59.10,7446.44,7570.13,60.38,1
59.26,44.88,31.04,28.22,60.09,7503.60,7716.50,62.49,0
58.94,44.60,30.97,27.97,59.58,7453.40,7626.99,61.40,1
57.36,46.04,28.70,28.66,61.42,7568.70,7775.41,63.68,1
63.26,47.15,33.54,29.72,73.02,8548.91,8621.86,73.63,0
61.40,45.81,32.20,29.20,66.19,8006.42,8133.07,67.48,1
57.86,42.27,29.18,28.68,52.89,6900.31,7035.90,54.13,1
63.11,45.26,33.69,29.42,67.24,8110.04,8183.48,67.68,1
66.41,45.29,33.71,32.70,69.83,8373.68,8521.83,71.33,0
60.91,45.43,31.48,29.42,62.95,7748.96,7999.49,65.82,1
59.31,46.00,31.16,28.15,64.42,7816.17,7961.74,65.70,1
57.46,44.88,28.74,28.72,58.50,7348.60,7538.48,60.59,1
61.46,46.35,31.49,29.97,67.27,8099.67,8257.57,69.15,1
60.38,44.79,30.45,29.93,61.70,7641.40,7808.28,63.43,0
59.70,43.74,30.21,29.50,58.65,7397.38,7516.32,59.80,1
59.71,47.32,32.13,27.58,68.55,8168.09,8292.17,69.99,1
